Compound_name,Column,Organic_modifier,pH,Buffer,SMILES,RT
17beta estradiol,C18-RP,Acetonitrile,8,Bicarbonate,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,10.802857142857142
17beta estradiol,C18-RP,Acetonitrile,8,Formiate,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,10.84
17beta estradiol,C18-RP,Acetonitrile,10,Ammonia,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,10.51
17beta estradiol,C18-RP,Methanol,2,TFA,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,15
17beta estradiol,C18-RP,Methanol,2.7,Acetic acid,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,15.1
17beta estradiol,C18-RP,Methanol,2.7,Formic acid,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,15.16
17beta estradiol,C18-RP,Methanol,5,Acetate,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,14.841666666666667
17beta estradiol,C18-RP,Methanol,5,Formiate,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,14.764285714285714
17beta estradiol,C18-RP,Methanol,8,Bicarbonate,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,14.802
17beta estradiol,C18-RP,Methanol,8,Formiate,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,15.088333333333333
17beta estradiol,C18-RP,Methanol,10,Ammonia,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,14.603333333333333
17beta estradiol,HILIC,Methanol,2.7,Formic acid,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,1.775
17beta estradiol,HILIC,Methanol,3,Formic acid,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,1.79
17beta estradiol,HILIC,Methanol,5,Formic acid,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O,1.7814285714285714
1H-Benzotriazole,Biphenyl,Acetonitrile,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,7.6
1H-Benzotriazole,Biphenyl,Methanol,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,11.53
1H-Benzotriazole,C18-Mixed,Acetonitrile,2.7,Acetic acid,c1ccc2c(c1)nn[nH]2,5.811999999999999
1H-Benzotriazole,C18-Mixed,Acetonitrile,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,5.89
1H-Benzotriazole,C18-Mixed,Acetonitrile,2.7,TFA,c1ccc2c(c1)nn[nH]2,5.91
1H-Benzotriazole,C18-Mixed,Acetonitrile,5,Acetate,c1ccc2c(c1)nn[nH]2,5.81
1H-Benzotriazole,C18-Mixed,Acetonitrile,5,Formiate,c1ccc2c(c1)nn[nH]2,5.79
1H-Benzotriazole,C18-Mixed,Acetonitrile,8,Bicarbonate,c1ccc2c(c1)nn[nH]2,5.364
1H-Benzotriazole,C18-Mixed,Acetonitrile,8,Formiate,c1ccc2c(c1)nn[nH]2,5.502
1H-Benzotriazole,C18-Mixed,Acetonitrile,10,Ammonia,c1ccc2c(c1)nn[nH]2,1.524
1H-Benzotriazole,C18-Mixed,Methanol,2.7,Acetic acid,c1ccc2c(c1)nn[nH]2,8.212
1H-Benzotriazole,C18-Mixed,Methanol,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,8.442
1H-Benzotriazole,C18-Mixed,Methanol,2.7,TFA,c1ccc2c(c1)nn[nH]2,5.364
1H-Benzotriazole,C18-Mixed,Methanol,5,Acetate,c1ccc2c(c1)nn[nH]2,8.12
1H-Benzotriazole,C18-Mixed,Methanol,5,Formiate,c1ccc2c(c1)nn[nH]2,8.142000000000001
1H-Benzotriazole,C18-Mixed,Methanol,8,Bicarbonate,c1ccc2c(c1)nn[nH]2,7.404
1H-Benzotriazole,C18-Mixed,Methanol,8,Formiate,c1ccc2c(c1)nn[nH]2,7.722
1H-Benzotriazole,C18-Mixed,Methanol,10,Ammonia,c1ccc2c(c1)nn[nH]2,1.682
1H-Benzotriazole,C18-RP,Acetonitrile,2,TFA,c1ccc2c(c1)nn[nH]2,5.146
1H-Benzotriazole,C18-RP,Acetonitrile,2.7,Acetic acid,c1ccc2c(c1)nn[nH]2,5.15
1H-Benzotriazole,C18-RP,Acetonitrile,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,5.17
1H-Benzotriazole,C18-RP,Acetonitrile,5,Acetate,c1ccc2c(c1)nn[nH]2,5.0175
1H-Benzotriazole,C18-RP,Acetonitrile,5,Formiate,c1ccc2c(c1)nn[nH]2,5.005
1H-Benzotriazole,C18-RP,Acetonitrile,8,Bicarbonate,c1ccc2c(c1)nn[nH]2,4.383333333333333
1H-Benzotriazole,C18-RP,Acetonitrile,8,Formiate,c1ccc2c(c1)nn[nH]2,5.07
1H-Benzotriazole,C18-RP,Acetonitrile,10,Ammonia,c1ccc2c(c1)nn[nH]2,1.7175
1H-Benzotriazole,C18-RP,Methanol,2,TFA,c1ccc2c(c1)nn[nH]2,7.16
1H-Benzotriazole,C18-RP,Methanol,2.7,Acetic acid,c1ccc2c(c1)nn[nH]2,7.284
1H-Benzotriazole,C18-RP,Methanol,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,7.35
1H-Benzotriazole,C18-RP,Methanol,5,Acetate,c1ccc2c(c1)nn[nH]2,7.1080000000000005
1H-Benzotriazole,C18-RP,Methanol,5,Formiate,c1ccc2c(c1)nn[nH]2,7.05
1H-Benzotriazole,C18-RP,Methanol,8,Bicarbonate,c1ccc2c(c1)nn[nH]2,6.055
1H-Benzotriazole,C18-RP,Methanol,8,Formiate,c1ccc2c(c1)nn[nH]2,7.21
1H-Benzotriazole,C18-RP,Methanol,10,Ammonia,c1ccc2c(c1)nn[nH]2,1.835
1H-Benzotriazole,HILIC,Acetonitrile,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,2.031428571428571
1H-Benzotriazole,HILIC,Acetonitrile,3,Acetic acid,c1ccc2c(c1)nn[nH]2,2.04
1H-Benzotriazole,HILIC,Acetonitrile,3,Formic acid,c1ccc2c(c1)nn[nH]2,2.03
1H-Benzotriazole,HILIC,Acetonitrile,5,Acetic acid,c1ccc2c(c1)nn[nH]2,2.037142857142857
1H-Benzotriazole,HILIC,Acetonitrile,5,Formic acid,c1ccc2c(c1)nn[nH]2,2.031428571428571
1H-Benzotriazole,HILIC,Acetonitrile,6.7,Formic acid,c1ccc2c(c1)nn[nH]2,2.04
1H-Benzotriazole,HILIC,Methanol,2.7,Formic acid,c1ccc2c(c1)nn[nH]2,1.81
1H-Benzotriazole,HILIC,Methanol,3,Acetic acid,c1ccc2c(c1)nn[nH]2,1.8742857142857143
1H-Benzotriazole,HILIC,Methanol,3,Formic acid,c1ccc2c(c1)nn[nH]2,1.832857142857143
1H-Benzotriazole,HILIC,Methanol,5,Acetic acid,c1ccc2c(c1)nn[nH]2,1.8157142857142858
1H-Benzotriazole,HILIC,Methanol,5,Formic acid,c1ccc2c(c1)nn[nH]2,1.84
1H-Benzotriazole,HILIC,Methanol,6.7,Formic acid,c1ccc2c(c1)nn[nH]2,1.8314285714285714
2-(Methylthio)benzothiazole,C18-Mixed,Acetonitrile,2.7,Acetic acid,CSc1nc2ccccc2s1,12.52
2-(Methylthio)benzothiazole,C18-Mixed,Acetonitrile,2.7,Formic acid,CSc1nc2ccccc2s1,12.82
2-(Methylthio)benzothiazole,C18-Mixed,Acetonitrile,2.7,TFA,CSc1nc2ccccc2s1,12.612
2-(Methylthio)benzothiazole,C18-Mixed,Acetonitrile,5,Acetate,CSc1nc2ccccc2s1,12.504
2-(Methylthio)benzothiazole,C18-Mixed,Acetonitrile,5,Formiate,CSc1nc2ccccc2s1,12.5
2-(Methylthio)benzothiazole,C18-Mixed,Acetonitrile,8,Bicarbonate,CSc1nc2ccccc2s1,12.668
2-(Methylthio)benzothiazole,C18-Mixed,Acetonitrile,8,Formiate,CSc1nc2ccccc2s1,12.484
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,Acetic acid,CSc1nc2ccccc2s1,15.13
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,Formic acid,CSc1nc2ccccc2s1,15.342
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,2.7,TFA,CSc1nc2ccccc2s1,15.118
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,5,Acetate,CSc1nc2ccccc2s1,15.032
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,5,Formiate,CSc1nc2ccccc2s1,15.033999999999999
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,8,Bicarbonate,CSc1nc2ccccc2s1,15.026
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,8,Formiate,CSc1nc2ccccc2s1,15.03
2-(Methylthio)benzothiazole,C18-Mixed,Methanol,10,Ammonia,CSc1nc2ccccc2s1,15.032
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,2,TFA,CSc1nc2ccccc2s1,12.13
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,2.7,Acetic acid,CSc1nc2ccccc2s1,12.22
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,2.7,Formic acid,CSc1nc2ccccc2s1,12.36142857142857
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,5,Acetate,CSc1nc2ccccc2s1,11.72
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,5,Formiate,CSc1nc2ccccc2s1,11.643333333333334
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,8,Bicarbonate,CSc1nc2ccccc2s1,11.826
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,8,Formiate,CSc1nc2ccccc2s1,12.23
2-(Methylthio)benzothiazole,C18-RP,Acetonitrile,10,Ammonia,CSc1nc2ccccc2s1,11.953999999999999
2-(Methylthio)benzothiazole,C18-RP,Methanol,2,TFA,CSc1nc2ccccc2s1,14.848571428571429
2-(Methylthio)benzothiazole,C18-RP,Methanol,2.7,Acetic acid,CSc1nc2ccccc2s1,15.046666666666667
2-(Methylthio)benzothiazole,C18-RP,Methanol,2.7,Formic acid,CSc1nc2ccccc2s1,15.165714285714285
2-(Methylthio)benzothiazole,C18-RP,Methanol,5,Acetate,CSc1nc2ccccc2s1,14.620000000000001
2-(Methylthio)benzothiazole,C18-RP,Methanol,5,Formiate,CSc1nc2ccccc2s1,14.53
2-(Methylthio)benzothiazole,C18-RP,Methanol,8,Formiate,CSc1nc2ccccc2s1,15.05
2-(Methylthio)benzothiazole,C18-RP,Methanol,10,Ammonia,CSc1nc2ccccc2s1,14.605
2-naphthoic acid,C18-Mixed,Acetonitrile,2.7,Acetic acid,c1ccc2cc(ccc2c1)C(=O)O,10.868
2-naphthoic acid,C18-Mixed,Acetonitrile,2.7,Formic acid,c1ccc2cc(ccc2c1)C(=O)O,10.876000000000001
2-naphthoic acid,C18-Mixed,Acetonitrile,2.7,TFA,c1ccc2cc(ccc2c1)C(=O)O,10.782
2-naphthoic acid,C18-Mixed,Acetonitrile,5,Formiate,c1ccc2cc(ccc2c1)C(=O)O,9.623999999999999
2-naphthoic acid,C18-Mixed,Acetonitrile,8,Bicarbonate,c1ccc2cc(ccc2c1)C(=O)O,9.756
2-naphthoic acid,C18-Mixed,Acetonitrile,8,Formiate,c1ccc2cc(ccc2c1)C(=O)O,9.6
2-naphthoic acid,C18-Mixed,Acetonitrile,10,Ammonia,c1ccc2cc(ccc2c1)C(=O)O,16.556
