standardized_inchikey,standardized_SMILES,RT
ATROHALUCMTWTB-WYMLVPIESA-N,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,11.21
PBMSWVPMRUJMPE-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,4.66
GIKNHHRFLCDOEU-UHFFFAOYSA-N,CC(N)Cc1ccc(O)cc1,2.98
ZXIROBDBKDIVQP-UHFFFAOYSA-N,CC(Cc1ccccc1)N1C=C(NC(=O)Nc2ccc(O)cc2)ON1,7.24
PIJVFDBKTWXHHD-HIFRSBDPSA-N,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,3.89
NQQVFXUMIDALNH-UHFFFAOYSA-N,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,3.56
CWKFPEBMTGKLKX-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)c1cccc(Oc2cccc(C(F)(F)F)c2)n1,12.31
QCHFTSOMWOSFHM-PEHGTWAWSA-N,CCC1C(=O)OC[C@@H]1Cc1cncn1C,2.74
YVUQSNJEYSNKRX-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8.73
JZQKKSLKJUAGIC-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2[nH]ccc12,3.89
IYYGBZJXHJSLEV-UHFFFAOYSA-N,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1,9.09
AXKPFOAXAHJUAG-UHFFFAOYSA-N,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,6.11
FIPWRIJSWJWJAI-UHFFFAOYSA-N,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,12.37
JOMHSQGEWSNUKU-UHFFFAOYSA-N,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,7.39
XSWHNYGMWWVAIE-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCCCN1,5.78
UAXYBJSAPFTPNB-KHPPLWFESA-N,CCOC(=O)/C=C1\SC(N2CCCCC2)C(=O)N1CC,9.85
RMHMFHUVIITRHF-UHFFFAOYSA-N,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,4.11
UJEWTUDSLQGTOA-UHFFFAOYSA-N,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,7.17
YFGYUFNIOHWBOB-UHFFFAOYSA-N,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,7.77
GTKRZJVAXAQBMB-UHFFFAOYSA-N,CNc1nc(C)c(C)c(OC(=O)N(C)C)n1,5.89
TZBPRYIIJAJUOY-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,12.32
QHOQHJPRIBSPCY-UHFFFAOYSA-N,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,11.35
APUDBKTWDCXQJA-UHFFFAOYSA-N,CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,6.01
MNSCVRXKDINXEY-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,6.84
NZHMAQSCHUSSSJ-UHFFFAOYSA-N,COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,5.44
FIADGNVRKBPQEU-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,7.86
NEGYEDYHPHMHGK-UHFFFAOYSA-N,COc1ccc(CC(C)N)cc1,4.34
UGFMBZYKVQSQFX-UHFFFAOYSA-N,CNC(C)Cc1ccc(OC)cc1,4.3
DURULFYMVIFBIR-UHFFFAOYSA-N,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,3.34
FASDKYOPVNHBLU-UHFFFAOYSA-N,CCCNC1CCc2nc(N)sc2C1,2.64
MWQCHHACWWAQLJ-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,10.58
IENZQIKPVFGBNW-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,5.34
XOFYZVNMUHMLCC-VLNSYWPESA-N,C[C@]12C=CC(=O)C=C1CC[C@@H]1C2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,7.565
AYXYPKUFHZROOJ-ZETCQYMHSA-N,CC(C)C[C@H](CN)CC(=O)O,3.935
IFFPICMESYHZPQ-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,8.89
YLPGTOIOYRQOHV-UHFFFAOYSA-N,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,11.78
MVFGUOIZUNYYSO-UHFFFAOYSA-N,CCCNC(C)C(=O)Nc1ccccc1C,4.69
INDBQLZJXZLFIT-UHFFFAOYSA-N,COc1cc(NC(C)CCCN)c2ncccc2c1,6.82
DQMZLTXERSFNPB-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NCNC1=O,5.29
SNTQPLDRUZOSDP-UHFFFAOYSA-N,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,9.41
REQCZEXYDRLIBE-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1ccc(N)cc1,2.83
MFDFERRIHVXMIY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)c1ccc(N)cc1,3.21
TVLSRXXIMLFWEO-UHFFFAOYSA-N,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,11.25
WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,9.89
WYDUSKDSKCASEF-UHFFFAOYSA-N,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,7.8
QXJKBPAVAHBARF-UHFFFAOYSA-N,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,10.22
QYMMJNLHFKGANY-UHFFFAOYSA-N,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,12.03
UQBHMWHKJIHQHK-UHFFFAOYSA-N,CCCC(=NOCC(C)Oc1ccc(Cl)cc1)C1C(=O)CC(C2CCCSC2)CC1=O,11.58
MNRHZPCIEGLWGK-MWXAKFKLSA-N,CC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,11.22
VEJCRVPJPVFDJO-UHFFFAOYSA-N,CCC(O)=c1c(O)cc(=C(O)O)cc1O,5.63
OJCPSBCUMRIPFL-UHFFFAOYSA-N,CCCC(Cc1ccccc1)N1CCCC1,5.56
ZGUGWUXLJSTTMA-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccccc21,7.69
DTAPQAJKAFRNJB-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)cc(C(C)C)c1,9.51
PWWVAXIEGOYWEE-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,7.53
ISEUFVQQFVOBCY-UHFFFAOYSA-N,COc1nc(NC(C)C)nc(NC(C)C)n1,8.86
AAEVYOVXGOFMJO-UHFFFAOYSA-N,CSc1nc(NC(C)C)nc(NC(C)C)n1,10.06
MFOUDYKPLGXPGO-UHFFFAOYSA-N,CC(C)N(C(=O)CCl)c1ccccc1,8.25
JWHAUXFOSRPERK-UHFFFAOYSA-N,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,7.81
WZZLDXDUQPOXNW-UHFFFAOYSA-N,CCCOC(=O)NCCCN(C)C,3.5
LFULEKSKNZEWOE-UHFFFAOYSA-N,CCC(=O)Nc1ccc(Cl)c(Cl)c1,9.38
VVWYOYDLCMFIEM-UHFFFAOYSA-N,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,7.35
PWYIUEFFPNVCMW-UHFFFAOYSA-N,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,10.79
QFPFELIAVNQMCW-UHFFFAOYSA-N,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2ncc3cc(Cl)ccc3n2)cc1,12.26
ZYHMJXZULPZUED-UHFFFAOYSA-N,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,12.83
WJNRPILHGGKWCK-UHFFFAOYSA-N,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,9.16
BZNDWPRGXNILMS-CLFYSBASSA-N,CCNP(=S)(OC)O/C(C)=C\C(=O)OC(C)C,9.79
VXPLXMJHHKHSOA-UHFFFAOYSA-N,CC(C)OC(=O)Nc1ccccc1,8.11
STJLVHWMYQXCPB-UHFFFAOYSA-N,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,10.98
ZQTVCQIJTREKSP-UHFFFAOYSA-N,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,8.49
STHAHFPLLHRRRO-UHFFFAOYSA-N,CCCOc1ccc(C(=O)CCN2CCCCC2)cc1,6.24
QPCVHQBVMYCJOM-UHFFFAOYSA-N,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,9.36
ISRUGXGCCGIOQO-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1OC(C)C,6.94
AQHHHDLHHXJYJD-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2ccccc12,6.59
PXWLVJLKJGVOKE-UHFFFAOYSA-N,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,7.23
PHNUZKMIPFFYSO-UHFFFAOYSA-N,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,9.69
JTIGKVIOEQASGT-UHFFFAOYSA-N,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,9.61
NQLVQOSNDJXLKG-UHFFFAOYSA-N,CCCN(CCC)C(=O)SCc1ccccc1,11.92
LTUNNEGNEKBSEH-UHFFFAOYSA-N,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2CCC(F)(F)F)n1,8.57
MNHVNIJQQRJYDH-UHFFFAOYSA-N,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,11.19
JTTAUPUMOLRVRA-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2cccnc21,7.21
VRDIULHPQTYCLN-UHFFFAOYSA-N,CCCc1cc(C(N)=S)ccn1,6.36
BWPIARFWQZKAIA-UHFFFAOYSA-N,CNCCCC1c2ccccc2C=Cc2ccccc21,7.99
KYHQZNGJUGFTGR-UHFFFAOYSA-N,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,4.34
KWGRBVOPPLSCSI-WCBMZHEXSA-N,CN[C@@H](C)[C@@H](O)c1ccccc1,3.69
SPCIYGNTAMCTRO-UHFFFAOYSA-N,CN(C)CCc1c[nH]c2cccc(O)c12,3.29
QHMTXANCGGJZRX-WUXMJOGZSA-N,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,4.01
HZRSNVGNWUDEFX-UHFFFAOYSA-N,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,11.16
APTZNLHMIGJTEW-UHFFFAOYSA-N,CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,10.9
ZGFASEKBKWVCGP-UHFFFAOYSA-N,COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,11.07
JOOMJVFZQRQWKR-UHFFFAOYSA-N,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,11.4
FKERUJTUOYLBKB-UHFFFAOYSA-N,Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,10.91
ROVGZAWFACYCSP-NLWUQAMISA-N,C=C/C=C\CC1=C(C)[C@@H](OC(=O)C2[C@@H](C=C(C)C)C2(C)C)CC1=O,12.95
VJFUPGQZSXIULQ-VATKDAMRSA-N,C=C/C=C\CC1=C(C)[C@@H](OC(=O)C2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,11.68
FMTFEIJHMMQUJI-BQYQJAHWSA-N,C/C=C/CC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,12.9
SHCRDCOTRILILT-DCXZXJRMSA-N,C/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(\C)C(=O)OC)C2(C)C)CC1=O,11.55
NZKIRHFOLVYKFT-CMDGGOBGSA-N,CC/C=C/CC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,13.34
WKNSDDMJXANVMK-VKTMSVCMSA-N,CC/C=C/CC1=C(C)C(OC(=O)C2C(/C=C(\C)C(=O)OC)C2(C)C)CC1=O,12.16
UFLGIAIHIAPJJC-UHFFFAOYSA-N,CN(C)CCN(Cc1ccccc1)c1ccccn1,5.86
DKZJUGVAHNJFMU-UHFFFAOYSA-N,COc1cccc(CNC(=S)Oc2cccc(C(C)(C)C)c2)n1,12.52
DWFZBUWUXWZWKD-UHFFFAOYSA-N,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,13.4
CXJSOEPQXUCJSA-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,9.79
JTZCTMAVMHRNTR-UHFFFAOYSA-N,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,13.76
LXNHXLLTXMVWPM-UHFFFAOYSA-N,Cc1ncc(CO)c(CO)c1O,2.18
CKPCAYZTYMHQEX-JXAWBTAJSA-N,CO/N=C(/Cc1cccnc1)c1ccc(Cl)cc1Cl,10.14
WKSAUQYGYAYLPV-UHFFFAOYSA-N,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,5.92
ZLIBICFPKPWGIZ-UHFFFAOYSA-N,Cc1cc(C)nc(Nc2ccccc2)n1,9.44
ITKAIUGKVKDENI-UHFFFAOYSA-N,CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,12.5
NHDHVHZZCFYRSB-UHFFFAOYSA-N,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,12.61
SIXLXDIJGIWWFU-UHFFFAOYSA-N,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,5.54
SWUVZKWCOBGPTH-UHFFFAOYSA-N,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,6.03
QMHSXPLYMTVAMK-UHFFFAOYSA-N,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,8.87
URKOMYMAXPYINW-UHFFFAOYSA-N,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,7.26
JYQUHIFYBATCCY-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,10.8
JSDRRTOADPPCHY-UHFFFAOYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,9.03
FFSSWMQPCJRCRV-UHFFFAOYSA-N,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,4.9
LOUPRKONTZGTKE-LHHVKLHASA-N,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,5.29
LOUPRKONTZGTKE-WZBLMQSHSA-N,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,5.49
ALZOLUNSQWINIR-UHFFFAOYSA-N,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,4.75
WRPIRSINYZBGPK-UHFFFAOYSA-N,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,12.78
ABOOPXYCKNFDNJ-UHFFFAOYSA-N,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,9.62
OSUHJPCHFDQAIT-UHFFFAOYSA-N,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,12.1
RUGYNGIMTAFTLP-UHFFFAOYSA-N,Cc1cc(C)n(-c2nc3ccccc3[nH]2)n1,8.27
YJQZYXCXBBCEAQ-UHFFFAOYSA-N,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,4.39
XOZLRRYPUKAKMU-UHFFFAOYSA-N,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,5.72
HDACQVRGBOVJII-XWVDWRAYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21,8.56
HSKYAXOFSOYCML-LCYFTJDESA-N,CN/C(=C/N(O)O)NCCSCc1ccc(CN(C)C)o1,3.14
GRTOGORTSDXSFK-XJTZBENFSA-N,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,6.66
CJXFWFGLGOBGBR-UHFFFAOYSA-N,COc1ccc(C(=O)c2cn(CCCCC(=O)O)c3ccccc23)cc1,8.81
NIQWYBPFQLBKGZ-UHFFFAOYSA-N,COc1ccc(C(=O)c2cn(CCCCCO)c3ccccc23)cc1,9.18
NJRFLQZVMFTRAS-UHFFFAOYSA-N,CCCCCn1cc(C(=O)c2ccccc2OC)c2ccccc21,11.23
BSQFBMXCQIKYNI-UHFFFAOYSA-N,COc1ccccc1CC(=O)c1cn(CCC2CCCCC2)c2ccccc12,13.03
CBQGYUDMJHNJBX-RTBURBONSA-N,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,7.28
ZTVQQQVZCWLTDF-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,5.08
GUJRSXAPGDDABA-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,5.06
FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,11.95
WVLAAKXASPCBGT-UHFFFAOYSA-N,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,3.56
QEVHRUUCFGRFIF-QVNODVLKSA-N,COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,8.47
VEMKTZHHVJILDY-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,13.59
BCJMNZRQJAVDLD-VMOBWIEOSA-N,C/C=C1/C[C@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,4.01
NZCRJKRKKOLAOJ-NBSXJVTMSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,10.06
FTALBRSUTCGOEG-UHFFFAOYSA-N,Nc1nc2ccc(OC(F)(F)F)cc2s1,9.12
MEFOUWRMVYJCQC-UHFFFAOYSA-N,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,7.09
RAPZEAPATHNIPO-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,5.88
INGSNVSERUZOAK-UHFFFAOYSA-N,O=C(O)C(c1ccccc1)C1CCCCN1,4.61
XSVMFMHYUFZWBK-NSHDSACASA-N,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,4.74
MOOFYEJFXBSZGE-LQGKIZFRSA-N,N=C(N/N=C/c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,10.43
SQSPFUVLXUTTPX-UHFFFAOYSA-N,Cn1c(N(O)O)cnc1COC(N)=O,3.55
FBYFJOVKHROJSY-UHFFFAOYSA-N,CCCN(CCC)CCc1cccc2[nH]c(O)cc12,3.98
ZKMNUMMKYBVTFN-UHFFFAOYSA-N,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,5.39
FLDPBMANMDLQTH-UHFFFAOYSA-N,CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,6.98
DRLXVNRHGMULCY-IAGOWNOFSA-N,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@@H](O)C[C@@H](O)CC(=O)O,8.06
JUVIOZPCNVVQFO-KDWTUPFUSA-N,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4C2C3=O)O1,10.47
NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,3.17
SKZKKFZAGNVIMN-UHFFFAOYSA-N,NC(=O)c1ccccc1O,4.76
GIIZNNXWQWCKIB-UHFFFAOYSA-N,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,8.83
XBHBWNFJWIASRO-UHFFFAOYSA-N,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,4.83
SZKKRCSOSQAJDE-UHFFFAOYSA-N,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,5.36
STECJAGHUSJQJN-UHFFFAOYSA-N,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.83
BZRUVKZGXNSXMB-UHFFFAOYSA-N,CCNc1nc(Cl)nc(NC(C)CC)n1,9.09
ZJMZZNVGNSWOOM-UHFFFAOYSA-N,CCNc1nc(NC(C)CC)nc(OC)n1,8.79
MEZLKOACVSPNER-GFCCVEGCSA-N,C#CCN(C)[C@H](C)Cc1ccccc1,4.72
HKODIGSRFALUTA-JTLQZVBZSA-N,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,4.62
FCEVNJIUIMLVML-QPSVUOIXSA-N,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,4.17
HPDHKHMHQGCNPE-WNMNYHRPSA-N,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN(C)CCC(OC1=O)C2=O,5.16
GZKLJWGUPQBVJQ-UHFFFAOYSA-N,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,9.26
VGKDLMBJGBXTGI-SJCJKPOMSA-N,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,8.94
NMHGOXYVOKDNHF-UHFFFAOYSA-N,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,9.26
UNAANXDKBXWMLN-UHFFFAOYSA-N,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,8.66
JXVIIQLNUPXOII-UHFFFAOYSA-N,CC1CCCCC1NC(=O)Nc1ccccc1,9.2
BNRNXUUZRGQAQC-UHFFFAOYSA-N,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,7.88
ODCWYMIRDDJXKW-UHFFFAOYSA-N,CCNc1nc(Cl)nc(NCC)n1,7.07
YQIXRXMOJFQVBV-UHFFFAOYSA-N,CCNc1nc(=O)nc(NCC)[nH]1,4.21
MGLWZSOBALDPEK-UHFFFAOYSA-N,CCNc1nc(NCC)nc(SC)n1,8.14
RYMZZMVNJRMUDD-HGQWONQESA-N,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,12.53
MFFMDFFZMYYVKS-SECBINFHSA-N,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,5.08
ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,2.96
SRJQTHAZUNRMPR-QPTCKUJOSA-N,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)C(C)C(=O)C2=CC3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1,11.34
HRWCVUIFMSZDJS-UHFFFAOYSA-N,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,8.23
DTDSAWVUFPGDMX-UHFFFAOYSA-N,CCC(C)(C)C(=O)OC1=C(c2ccc(Cl)cc2Cl)C(=O)OC12CCCCC2,13.03
GOLXNESZZPUPJE-UHFFFAOYSA-N,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,12.8
PUYXTUJWRLOUCW-UHFFFAOYSA-N,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,9.18
QMGVPVSNSZLJIA-FVWCLLPLSA-N,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,4.16
COYHGVCHRRXECF-UHFFFAOYSA-N,O=C(NC12CC3CC(CC(C3)C1)C2)c1cn(CCCCCF)c2ccccc12,12.21
GGCSSNBKKAUURC-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,7.31
PQTBTIFWAXVEPB-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1,5
PBCZLFBEBARBBI-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,4.72
XOXHILFPRYWFOD-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,4.56
JQBLWVSZNZIWFC-UHFFFAOYSA-N,Cc1nc(C)c(Cl)c(NS(=O)(=O)c2ccc(N)cc2)n1,3.96
QKLPUVXBJHRFQZ-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2cncc(Cl)n2)cc1,5.45
SEEPANYCNGTZFQ-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,3.48
ZZORFUFYDOWNEF-UHFFFAOYSA-N,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,5.6
ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,4.31
PJSFRIWCGOHTNF-UHFFFAOYSA-N,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,4.75
SVYBEBLNQGDRHF-UHFFFAOYSA-N,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,4.81
BRBKOPJOKNSWSG-UHFFFAOYSA-N,N=C(N)NS(=O)(=O)c1ccc(N)cc1,1.955
KXRZBTAEDBELFD-UHFFFAOYSA-N,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,4.44
QPPBRPIAZZHUNT-UHFFFAOYSA-N,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,3.95
